OTU_ID,taxonomy
ESV474,p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__soppii
ESV475,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;NA;NA
ESV476,p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Phaeotremella;s__fagi
ESV477,p__Calcarisporiellomycota;c__Calcarisporiellomycetes;o__Calcarisporiellales;f__Calcarisporiellaceae;g__Calcarisporiella;s__thermophila
ESV478,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Nigrograna;NA
ESV479,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__pulcherrima
ESV480,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__grata
ESV481,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ESV482,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__sessilis
ESV483,p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;NA;NA
ESV484,p__Ascomycota;c__Eurotiomycetes;o__Coryneliales;f__Coryneliaceae;g__Caliciopsis;s__beckhausii
ESV485,p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__badia
ESV486,p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__citrinum
ESV487,p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Uncobasidium;NA
ESV488,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__mixta
ESV489,p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;NA;NA
ESV490,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__bellidis
ESV491,p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;NA
ESV492,p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__cyanosporus
ESV493,p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Datronia;s__mollis
ESV494,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Rhodocollybia;s__butyracea
ESV495,p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA
ESV496,p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__caerulea
ESV497,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;NA
ESV498,p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria;NA
ESV499,p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria;s__arrabidensis
ESV500,p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Discinaceae;g__Hydnotrya;NA
ESV501,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;NA;NA;NA
ESV502,p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;NA
ESV503,p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__finlayi
ESV504,p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__mollusca
ESV505,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__herbarum
ESV506,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__microspora
ESV507,p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;NA
ESV508,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__insidiosum
ESV509,p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Helicoma;s__fumosum
ESV510,p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__aurea
ESV511,p__Basidiomycota;c__GS27;o__GS27;NA;NA;NA
ESV512,p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Perenniporia;s__subacida
ESV513,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__armillatus
ESV514,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;NA;NA
ESV515,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Venturiocistella;NA
ESV516,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__ceracea
ESV517,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;NA;NA
ESV518,p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__cuniculi
ESV519,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;NA;NA
ESV520,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Jobellisiaceae;g__Jobellisia;s__guangdongensis
ESV521,p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;NA
ESV522,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps;NA
ESV523,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__infula
ESV524,p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Phenoliferia;s__psychrophenolica
ESV525,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__elongata
ESV526,p__Basidiomycota;c__Agaricomycetes;o__Tremellodendropsidales;NA;NA;NA
ESV527,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__lavendula
ESV528,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Ceramothyrium;s__carniolicum
ESV529,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__whitei
ESV530,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;NA;NA
ESV531,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__tricincta
ESV532,p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Celosporium;NA
ESV533,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__caprimulgi
ESV534,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__equina
ESV535,p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS05;NA;NA;NA
ESV536,p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;NA;NA;NA
ESV537,p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;NA;NA;NA
ESV538,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Microcyclospora;s__tardicrescens
ESV539,p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cuniculitremaceae;g__Kockovaella;NA
ESV540,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;NA
ESV541,p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__invisitata
ESV542,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriopsis;NA
ESV543,p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;NA;NA
ESV544,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;NA;NA
ESV545,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA
ESV546,p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;NA;NA
ESV547,p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Trichoglossum;s__walteri
ESV548,p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__angulare
ESV549,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__incarnata
ESV550,p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Sarcodontia;s__delectans
ESV551,p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;NA
ESV552,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__neorufum
ESV553,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;NA
ESV554,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Glutinomyces;NA
ESV555,p__Ascomycota;c__Sordariomycetes;o__Boliniales;f__Boliniaceae;NA;NA
ESV556,p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__aristata
ESV557,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__houghtonii
ESV558,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Bradymyces;NA
ESV559,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__citrina
ESV560,p__Chytridiomycota;NA;NA;NA;NA;NA
ESV561,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__boreale
ESV562,p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__autumnale
ESV563,p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydium;NA
ESV564,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Staninwardia;s__suttonii
ESV565,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__grisea
ESV566,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Lareunionomyces;s__syzygii
ESV567,p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__sympodialis
ESV568,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__chaetospira
ESV569,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__pulverulentum
ESV570,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__byssoides
ESV571,p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__pinicola
ESV572,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__oblonga
ESV573,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__casimiri
ESV574,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__quercus
ESV575,p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;s__fusispora
ESV576,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Naevala;NA
ESV577,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__pulcherripes
ESV578,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Trimmatostroma;NA
ESV579,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;NA
ESV580,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__leucopus
ESV581,p__Ascomycota;c__Sordariomycetes;o__Xenospadicoidales;f__Xenospadicoidaceae;NA;NA
ESV582,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__diasemospermus
ESV583,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pyrenopeziza;s__revincta
ESV584,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Fayodia;s__gracilipes
ESV585,p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;NA;NA
ESV586,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;NA;NA
ESV587,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__moniliae
ESV588,p__Basidiomycota;c__Cystobasidiomycetes;NA;NA;NA;NA
ESV589,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Lapidomyces;NA
ESV590,p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Phacidium;s__lacerum
ESV591,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__appendiculata
ESV592,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__ramulariae
ESV593,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__pseudoamericana
ESV594,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__marchalianum
ESV595,p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;NA
ESV596,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__fimbricystis
ESV597,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__cervinus
ESV598,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Cordana;s__ellipsoidea
ESV599,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__piluliformis
ESV600,p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__alutaria
ESV601,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pezizella;NA
ESV602,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__flanaganii
ESV603,p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Libkindia;s__masarykiana
ESV604,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;NA
ESV605,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;s__succineus
ESV606,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__caricis
ESV607,p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__ligniaria
ESV608,p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Sclerocleista;s__ornata
ESV609,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;NA;NA
ESV610,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Arachnopeziza;NA
ESV611,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Rutstroemia;s__firma
ESV612,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__macrocystopsis
ESV613,p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;NA;NA;NA
ESV614,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Ophiocordyceps;NA
ESV615,p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;NA;NA
ESV616,p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Buckleyzymaceae;g__Buckleyzyma;s__aurantiaca
ESV617,p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;NA
ESV618,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps;s__ningxiaensis
ESV619,p__Basidiomycota;c__Pucciniomycetes;o__Septobasidiales;f__Septobasidiaceae;NA;NA
ESV620,p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__appendiculatus
ESV621,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Mycoarthris;s__corallina
ESV622,p__Calcarisporiellomycota;c__Calcarisporiellomycetes;o__Calcarisporiellales;f__Calcarisporiellaceae;g__Calcarisporiella;NA
ESV623,p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;NA;NA;NA
ESV624,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Megacollybia;s__rodmanii
ESV625,p__Mucoromycota;c__Endogonomycetes;o__GS21;NA;NA;NA
ESV626,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__crustosa
ESV627,p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Hypoxylon;s__fragiforme
ESV628,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__rubriostiolata
ESV629,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;NA
ESV630,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
ESV631,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Neohendersonia;s__kickxii
ESV632,p__Ascomycota;c__Sordariomycetes;o__Conioscyphales;f__Conioscyphaceae;g__Conioscypha;NA
ESV633,p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;s__hansenii
ESV634,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;NA
ESV635,p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Amaurodon;NA
ESV636,p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;NA;NA;NA
ESV637,p__Ascomycota;c__Sordariomycetes;o__Boliniales;f__Boliniaceae;g__Endoxyla;NA
ESV638,p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__lapida
ESV639,p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Boletus;s__subglabripes
ESV640,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__adiposa
ESV641,p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__decumbens
ESV642,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;NA
ESV643,p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__byssoides
ESV644,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Haptocillium;s__glocklingiae
ESV645,p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;NA;NA;NA
ESV646,p__Ascomycota;c__Dothideomycetes;o__Myriangiales;NA;NA;NA
ESV647,p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__brevipes
ESV648,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__tetramera
ESV649,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__solaniolens
ESV650,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Microcera;s__larvarum
ESV651,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__hypsicladia
ESV652,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__epipterygia
ESV653,p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Hormonema;s__macrosporum
ESV654,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Friedmanniomyces;NA
ESV655,p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;NA;NA;NA
ESV656,p__Mucoromycota;c__Umbelopsidomycetes;o__GS23;NA;NA;NA
ESV657,p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Mastigobasidium;NA
ESV658,p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;NA;NA;NA
ESV659,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Agrocybe;s__firma
ESV660,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis;s__candida
ESV661,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Gliophorus;s__irrigatus
ESV662,p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Discinaceae;g__Hydnotrya;s__laojunshanensis
ESV663,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;NA;NA
ESV664,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Neocucurbitaria;NA
ESV665,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Gymnopus;s__junquilleus
ESV666,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__cystojenkinii
ESV667,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__flavipes
ESV668,p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiales_fam_Incertae_sedis;g__Sakaguchia;s__lamellibrachiae
ESV669,p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;NA;NA
ESV670,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Kalmusia;s__longispora
ESV671,p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Chlamydotubeufia;NA
ESV672,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;NA;NA
ESV673,p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Virgaria;s__nigra
ESV674,p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Yurkovia;s__mendeliana
ESV675,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__nuda
ESV676,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__malachius
ESV677,p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__victoriae
ESV678,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__inundatum
ESV679,p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Veronaea;s__japonica
ESV680,p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;NA
ESV681,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Antennariella;s__placitae
ESV682,p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__abundans
ESV683,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudochaetosphaeronema;s__larense
ESV684,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Ramariopsis;s__flavescens
ESV685,p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__lanatum
ESV686,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Hyalodendriella;NA
ESV687,p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__amoeboidea
ESV688,p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;NA;NA
ESV689,p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;s__maculosum
ESV690,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__fusisporum
ESV691,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;NA;NA
ESV692,p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__Asterostroma;s__laxum
ESV693,p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae;g__Hypochnicium;s__cremicolor
ESV694,p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__botryoides
ESV695,p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Oberwinklerozyma;s__silvestris
ESV696,p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Piskurozyma;NA
ESV697,p__Ascomycota;c__Sordariomycetes;o__Diaporthales;NA;NA;NA
ESV698,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__album
ESV699,p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__hyalocuspica
ESV700,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__terreum
ESV701,p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gyroporaceae;g__Gyroporus;s__castaneus
ESV702,p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__applanatus
ESV703,p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Fusicladium;s__amoenum
ESV704,p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;NA;NA
ESV705,p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;NA;NA
ESV706,p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Pseudoveronaea;s__obclavata
